temperature,humidity,wind_speed,pm25,pm10,no2,so2,co,o3,main_pollutant,aqi
11.8,75.5,5.38,41.3,78.6,17.0,8.8,0.4,2.0,PM10,72.5
25.3,63.1,6.19,55.9,100.9,11.0,6.6,0.81,71.9,PM2.5,88.7
25.7,75.2,16.02,6.1,29.0,8.4,3.3,0.28,38.0,O3,39.5
29.6,50.7,8.56,29.5,52.3,23.2,3.8,0.96,91.1,O3,91.0
12.5,75.3,8.06,49.8,72.5,18.5,5.2,0.47,39.5,PM2.5,85.8
18.9,32.7,9.12,24.4,39.4,14.4,5.0,0.43,48.6,O3,44.3
24.8,76.8,11.11,11.6,25.6,7.0,5.1,0.3,45.4,O3,50.8
27.4,78.8,7.65,15.6,46.0,19.4,9.2,0.38,34.4,PM10,43.3
27.7,79.6,13.13,19.3,34.7,15.1,8.2,0.39,65.0,O3,60.8
19.7,48.7,4.75,21.1,37.4,8.3,2.9,0.6,32.1,PM10,35.4
25.7,80.0,18.74,15.4,16.8,9.3,5.1,0.54,34.3,O3,40.4
30.2,79.0,18.37,8.4,16.7,7.1,4.0,0.4,41.8,O3,45.0
20.2,42.9,6.98,119.1,186.5,5.3,3.9,0.67,36.2,PM2.5,293.0
24.6,52.6,10.87,34.7,57.5,15.1,7.2,0.57,67.5,O3,64.4
38.8,48.9,7.19,95.1,177.5,10.3,5.5,1.23,43.4,PM2.5,205.6
27.4,70.8,11.18,4.1,5.0,13.6,6.0,0.56,22.2,CO,30.1
40.1,28.6,11.96,35.8,73.4,14.0,3.7,0.57,70.1,PM10,72.4
11.0,78.4,4.55,74.2,113.3,20.7,5.7,0.5,26.8,PM2.5,143.1
28.3,70.0,21.63,13.0,24.3,8.7,3.2,0.36,48.5,O3,54.3
24.6,60.0,8.34,27.8,40.4,32.9,11.5,0.3,68.8,O3,78.1
29.4,51.3,6.82,6.3,30.6,9.3,4.3,0.43,40.7,O3,42.2
42.9,55.1,9.18,8.6,27.2,13.0,5.5,0.4,79.8,O3,81.0
45.6,33.4,3.24,54.2,111.8,32.7,4.6,1.35,107.2,O3,111.0
12.1,64.9,0.99,116.3,207.4,31.4,28.8,1.76,33.1,PM2.5,287.3
18.4,37.0,9.25,14.4,34.2,20.2,15.1,0.38,39.0,O3,33.2
30.9,46.8,7.12,142.7,262.8,23.1,4.2,0.5,20.2,PM2.5,314.7
27.8,64.9,14.09,5.6,23.4,11.1,2.5,0.37,78.3,O3,78.2
27.5,44.0,6.81,52.1,90.3,11.2,21.0,0.46,31.7,PM10,93.9
25.1,78.7,10.72,12.9,40.5,8.7,7.5,0.24,59.2,O3,57.8
23.6,71.5,12.67,20.0,53.3,12.3,4.3,0.26,71.8,O3,78.2
15.2,62.1,3.85,99.5,189.0,81.9,3.1,1.04,71.7,PM2.5,234.3
37.3,66.0,9.18,15.6,22.6,18.7,7.2,0.53,3.1,CO,26.6
30.2,76.0,19.0,16.0,13.4,10.6,5.7,0.52,48.6,O3,47.8
28.5,68.1,10.94,14.9,32.8,8.4,2.4,0.52,85.3,O3,86.5
39.9,53.1,0.59,143.1,225.3,18.1,3.7,2.22,74.1,PM2.5,320.3
21.9,29.4,6.64,25.5,60.8,12.2,4.0,0.36,30.8,PM10,61.1
16.5,77.8,6.64,40.1,82.2,13.4,12.7,0.53,23.6,PM10,83.1
30.2,51.4,16.16,55.5,61.8,6.4,2.9,0.27,42.5,PM2.5,96.3
24.7,80.7,6.37,14.8,40.5,7.0,3.9,0.42,82.2,O3,82.1
26.8,76.1,14.8,16.8,31.5,9.3,6.3,0.37,2.0,PM10,35.2
27.9,84.1,14.36,3.0,10.1,9.2,9.0,0.43,39.7,O3,38.4
13.7,67.2,4.33,83.2,140.9,15.4,2.3,0.34,40.2,PM2.5,173.7
14.4,64.8,2.98,104.7,159.9,28.1,3.7,0.37,21.5,PM2.5,245.7
33.2,83.6,12.71,7.4,17.2,9.9,2.9,0.31,90.4,O3,89.1
27.2,91.6,14.65,5.5,20.4,6.4,2.7,0.23,30.4,O3,25.8
16.6,65.6,3.15,74.0,125.6,23.2,20.4,0.61,46.9,PM2.5,147.6
31.7,89.9,15.27,18.9,27.8,8.3,2.5,0.31,48.1,O3,45.7
38.4,38.9,8.12,24.8,52.4,15.0,11.4,0.37,42.4,PM10,48.7
26.5,75.0,17.28,3.0,15.3,5.9,2.4,0.21,33.4,O3,34.7
30.0,52.5,5.16,73.6,117.9,11.7,7.2,0.29,66.8,PM2.5,137.6
18.9,70.3,4.74,125.4,244.0,16.1,3.7,0.47,42.7,PM2.5,304.2
11.8,58.6,0.42,359.3,600.0,66.9,11.6,0.88,4.6,PM10,498.8
25.5,35.7,15.97,5.5,21.6,9.5,3.6,0.6,87.5,O3,83.2
30.0,73.8,12.92,8.9,33.2,14.7,5.2,0.26,58.4,O3,60.6
30.9,89.9,6.15,23.4,39.5,22.6,12.0,1.13,18.6,CO,50.1
22.8,46.4,3.33,9.5,26.5,36.9,7.3,0.61,12.0,NO2,49.0
24.0,54.4,9.29,37.2,64.6,11.8,5.1,0.39,28.6,PM10,65.9
21.4,44.0,8.29,9.0,49.4,13.5,6.1,0.57,90.1,O3,88.2
40.4,43.2,5.9,3.3,23.0,14.8,7.3,0.52,54.9,O3,62.0
37.4,41.2,10.15,28.2,50.7,8.7,2.4,0.35,57.8,O3,58.5
44.8,38.9,5.6,32.4,70.0,59.8,3.7,0.26,60.7,NO2,73.3
10.9,68.4,3.6,73.8,164.7,24.4,10.3,0.41,2.0,PM2.5,151.8
26.9,76.0,14.86,15.0,26.1,9.6,2.9,0.67,10.8,CO,32.0
12.0,54.5,5.41,79.4,125.4,17.4,8.3,1.29,2.0,PM2.5,174.2
31.7,51.5,8.78,38.0,54.0,8.2,8.5,0.43,55.1,PM2.5,65.3
30.8,78.7,12.3,4.5,20.8,10.8,5.2,0.46,40.5,O3,47.7
28.0,86.3,11.41,6.7,21.2,10.8,6.4,0.65,40.3,O3,44.9
41.1,55.0,7.04,10.6,23.8,24.7,2.3,0.33,79.3,O3,77.0
8.7,69.8,1.63,89.8,148.5,62.2,16.3,0.7,51.9,PM2.5,201.4
7.4,55.8,3.86,198.7,374.2,44.7,3.1,2.29,2.0,PM2.5,366.8
41.7,39.5,6.72,35.9,78.2,7.5,10.0,0.29,36.5,PM10,87.0
16.2,55.7,5.84,74.0,124.7,13.0,12.6,1.26,4.1,PM2.5,146.4
29.1,75.9,15.83,27.2,57.0,7.2,4.5,0.31,11.2,PM10,51.9
21.3,40.5,5.73,23.8,45.8,10.8,9.6,0.69,53.5,O3,55.5
25.0,34.6,6.05,38.4,62.0,18.7,5.7,0.22,29.7,PM2.5,61.5
25.9,73.9,16.79,3.0,30.0,8.3,4.0,0.31,16.7,PM10,27.3
22.7,74.2,1.85,132.4,187.9,80.1,5.2,1.41,31.1,PM2.5,313.6
24.4,46.3,12.23,51.4,82.7,13.0,2.6,0.23,34.6,PM2.5,84.0
20.5,45.3,13.87,41.0,98.8,6.2,5.3,0.57,55.7,PM10,100.1
14.0,65.5,3.2,210.9,409.9,9.8,8.5,0.93,45.1,PM10,371.9
24.1,85.3,13.57,11.6,43.3,9.4,2.8,0.31,19.1,PM10,42.2
5.8,66.2,1.75,113.8,230.1,66.8,21.1,0.51,22.0,PM2.5,275.5
23.5,44.5,6.93,33.8,68.4,38.0,2.9,1.05,24.9,PM10,74.6
29.7,38.9,10.07,37.4,68.6,14.4,4.6,0.22,36.7,PM10,65.7
17.2,81.2,6.36,60.5,117.0,17.9,8.3,0.66,2.0,PM10,112.8
26.4,39.9,8.5,50.9,93.6,23.9,6.2,0.29,10.2,PM10,96.9
33.9,75.5,16.55,7.7,20.0,11.2,4.7,0.32,20.0,PM10,19.1
31.1,46.9,11.27,42.3,92.5,10.1,3.7,0.37,42.9,PM10,95.7
38.3,45.6,8.15,84.0,133.8,13.3,8.9,0.45,51.8,PM2.5,181.4
29.0,54.1,6.1,14.2,34.2,37.8,3.3,0.66,58.6,O3,64.7
14.0,62.4,5.98,26.9,45.6,17.8,7.1,0.33,39.8,PM10,48.6
31.0,51.9,4.97,47.8,78.0,31.7,14.3,0.31,57.5,PM2.5,83.9
19.4,68.4,7.23,81.8,138.1,10.7,7.3,0.44,71.3,PM2.5,174.6
25.1,49.9,7.44,56.9,131.0,20.7,8.5,0.75,17.7,PM10,112.7
22.0,36.8,4.68,124.2,122.1,26.1,11.3,0.51,24.6,PM2.5,299.3
27.0,36.7,12.02,13.3,54.9,9.6,3.8,0.36,79.1,O3,82.0
23.2,23.0,7.96,47.9,53.5,11.5,7.5,0.45,33.8,PM2.5,73.0
27.5,69.1,4.28,135.4,220.0,9.0,3.4,0.63,47.3,PM2.5,313.6
41.2,38.9,11.43,29.4,67.9,13.2,22.3,0.63,67.7,PM10,71.2
12.4,54.2,4.65,111.0,125.7,11.7,7.0,0.32,2.0,PM2.5,272.9
9.8,76.9,3.05,114.9,157.7,36.6,5.6,0.44,7.1,PM2.5,278.8
6.5,74.2,2.1,60.2,112.7,33.2,2.8,0.59,2.0,PM10,110.9
41.4,51.0,8.47,14.3,30.2,16.8,4.1,0.39,98.8,O3,100.8
14.5,68.3,5.21,144.5,331.3,33.1,5.7,0.53,2.0,PM2.5,320.3
19.7,68.0,5.54,53.5,93.7,19.8,3.5,1.0,12.1,PM10,94.3
18.5,59.7,3.5,321.5,541.1,40.6,2.0,0.38,39.5,PM10,464.4
14.9,90.0,2.81,221.7,394.3,17.2,4.1,0.53,3.6,PM2.5,371.7
21.6,45.7,10.98,67.7,132.1,15.4,5.3,0.35,38.6,PM2.5,130.8
17.1,56.1,5.99,71.3,138.6,9.5,2.5,0.69,58.4,PM2.5,139.1
24.4,53.3,11.08,44.5,79.3,6.5,5.2,0.3,40.3,PM10,81.1
37.7,27.2,8.54,16.0,43.1,17.3,9.9,0.35,60.8,O3,62.8
13.2,64.8,3.68,19.6,49.7,27.3,6.1,0.34,30.9,PM10,55.2
28.4,23.4,4.97,58.1,81.8,19.5,2.9,0.88,20.8,PM2.5,91.8
39.3,23.1,9.27,32.2,47.9,37.6,8.1,0.72,52.1,PM2.5,47.7
13.2,72.3,4.47,51.8,112.0,19.4,11.6,0.65,24.4,PM10,100.7
17.3,50.8,0.22,132.1,199.5,37.9,15.5,0.94,43.4,PM2.5,307.9
9.7,69.0,4.82,64.6,108.1,8.4,7.2,0.6,2.0,PM2.5,113.9
11.0,54.9,6.91,21.5,50.8,14.3,3.9,0.47,65.2,O3,65.1
34.7,54.3,6.11,31.6,78.0,12.7,2.9,0.55,78.8,O3,72.3
27.1,85.3,15.94,28.6,64.6,10.4,3.8,0.3,56.9,PM10,60.0
18.2,64.6,5.7,79.5,138.9,10.2,5.9,0.36,33.0,PM2.5,171.4
11.9,71.5,4.59,148.5,214.6,38.4,13.8,0.3,2.0,PM2.5,321.0
20.8,39.0,5.42,99.6,146.8,15.1,9.4,0.94,37.3,PM2.5,229.0
9.5,73.5,5.12,34.2,55.5,15.8,5.8,0.46,36.3,PM2.5,60.2
40.0,40.8,8.66,77.6,134.4,27.5,5.1,0.46,29.9,PM2.5,162.2
28.4,47.0,7.02,14.1,28.7,30.1,3.7,0.24,68.4,O3,69.6
17.1,64.8,5.93,71.4,109.5,5.5,4.9,0.37,2.0,PM2.5,138.0
10.5,77.1,5.41,15.2,21.9,9.4,4.5,0.46,72.7,O3,67.9
39.1,50.7,13.27,8.1,31.4,10.6,4.3,0.35,63.3,O3,64.9
31.7,33.7,8.39,33.6,92.7,32.4,2.2,0.94,50.1,PM10,95.3
26.4,70.4,19.32,7.8,24.4,5.9,9.8,0.32,58.3,O3,62.2
25.8,36.3,5.02,60.6,121.3,33.3,5.0,0.43,14.3,PM10,112.3
2.2,65.5,2.76,65.5,67.0,21.1,8.6,0.61,52.0,PM2.5,120.6
34.9,84.7,19.06,17.9,34.4,11.8,3.4,0.5,75.6,O3,79.4
29.9,52.8,7.11,25.3,48.3,9.8,8.7,0.56,83.6,O3,81.9
14.6,82.7,5.18,12.1,41.7,6.8,11.4,0.91,31.0,CO,49.0
22.2,78.9,14.76,13.0,42.3,12.3,5.5,0.3,2.0,PM10,38.9
11.5,60.1,7.4,42.5,87.9,25.4,13.2,0.67,2.0,PM10,82.1
43.1,41.5,4.7,55.4,100.1,22.0,2.8,0.5,92.7,O3,90.8
13.6,76.6,1.11,148.6,305.0,79.8,3.2,1.93,27.4,PM2.5,323.0
35.6,39.9,8.81,53.1,70.0,11.3,3.3,0.5,76.9,PM2.5,86.5
34.6,25.5,8.98,25.4,45.1,32.6,5.9,0.68,92.1,O3,85.8
26.4,44.1,10.09,9.0,20.6,9.5,11.7,0.3,72.1,O3,73.8
17.5,61.9,5.17,119.7,227.2,9.9,3.9,1.0,55.7,PM2.5,298.6
39.7,50.9,9.32,62.1,90.3,22.8,7.1,0.4,48.7,PM2.5,100.6
36.6,66.8,8.54,54.4,114.1,6.6,4.7,0.28,113.9,O3,119.3
34.2,59.5,13.83,5.0,12.7,8.7,3.5,0.45,32.4,O3,29.8
28.4,80.7,15.79,9.1,17.9,11.4,4.3,0.42,69.5,O3,69.5
30.8,66.1,12.92,5.4,13.8,16.2,5.2,0.26,60.4,O3,59.5
26.4,35.7,6.55,52.6,108.9,14.4,5.4,0.68,60.7,PM10,108.1
22.7,39.3,11.13,30.7,59.7,8.9,6.4,0.36,9.2,PM10,58.8
43.9,32.5,7.74,29.0,80.3,11.6,3.6,0.25,114.9,O3,113.4
32.2,17.5,6.2,59.7,106.0,20.5,6.2,0.86,2.0,PM10,100.9
24.1,38.0,5.03,45.9,95.4,46.7,6.8,0.36,2.0,PM10,91.8
27.3,45.3,10.62,55.6,96.7,15.5,3.4,0.52,2.6,PM10,97.5
22.1,52.6,10.94,33.0,75.0,14.5,7.8,0.37,67.7,PM10,75.1
36.9,38.1,13.77,33.5,53.8,7.6,5.3,0.4,12.2,PM2.5,59.2
11.4,77.4,5.59,40.6,68.2,21.8,10.7,0.26,6.4,PM10,67.7
38.1,57.4,4.96,47.1,66.3,13.0,11.4,0.4,60.1,PM2.5,74.0
23.2,85.3,14.02,7.7,28.5,11.8,2.9,0.59,54.7,O3,55.3
35.5,43.0,5.91,76.1,134.2,7.2,9.0,0.27,46.4,PM2.5,155.0
36.5,56.5,6.11,27.4,55.9,21.8,4.8,0.24,98.1,O3,97.0
22.9,36.5,9.42,44.4,86.7,15.1,2.4,0.5,31.0,PM10,89.7
41.2,26.6,11.28,50.4,82.7,11.6,5.3,0.65,86.4,O3,84.9
32.8,65.5,9.24,27.6,62.9,19.2,3.7,0.67,95.0,O3,94.9
41.3,54.6,8.34,41.7,58.1,9.7,3.2,0.69,59.4,PM2.5,69.1
40.3,55.0,10.46,26.2,35.5,6.4,2.2,0.36,43.6,PM2.5,40.3
40.3,43.9,7.32,27.5,46.6,17.6,4.9,0.55,32.0,PM10,44.7
27.3,52.7,12.35,10.4,42.1,12.8,2.1,0.31,52.3,O3,52.8
6.0,61.0,5.83,117.2,218.2,21.0,4.7,0.8,47.1,PM2.5,291.9
8.7,59.0,2.49,59.7,122.4,37.2,14.5,1.03,26.0,PM10,121.6
28.6,56.4,11.63,33.7,72.6,17.3,3.1,0.47,44.8,PM10,70.0
20.6,70.7,1.03,500.0,600.0,24.4,21.4,0.69,2.0,PM2.5,500.0
26.5,79.3,12.45,14.0,31.3,10.8,5.6,0.92,50.5,CO,48.3
29.6,57.0,7.75,23.9,47.5,10.3,4.3,0.51,42.5,PM10,50.7
38.5,35.6,9.06,38.1,89.3,15.3,5.7,0.37,59.3,PM10,86.7
31.4,91.2,15.8,8.0,20.4,5.6,2.6,0.25,41.4,O3,40.0
14.2,47.4,3.87,41.7,70.2,12.2,8.7,1.23,67.5,PM10,67.8
24.5,84.2,11.32,15.9,44.2,7.7,7.8,0.31,49.0,O3,48.0
39.3,40.2,9.91,37.5,64.2,8.3,7.5,0.22,64.6,O3,66.8
24.1,73.8,17.66,8.5,24.6,10.0,3.3,0.31,75.2,O3,75.4
14.6,67.8,2.72,188.9,334.1,15.8,20.1,0.87,38.8,PM2.5,356.6
31.3,89.9,13.81,5.9,30.8,14.1,2.1,0.32,76.6,O3,73.4
18.1,42.2,2.1,259.0,390.3,16.0,9.5,0.7,57.1,PM2.5,396.4
15.6,85.0,4.01,110.0,150.5,24.9,6.9,0.51,46.8,PM2.5,265.5
10.1,66.8,2.5,184.6,251.7,65.1,5.9,0.85,19.9,PM2.5,349.2
8.6,65.0,6.26,24.4,36.5,21.1,3.4,0.45,32.4,PM2.5,41.6
25.9,48.7,7.19,49.6,104.0,19.5,3.2,0.88,53.8,PM10,104.3
13.3,74.9,5.2,13.5,40.4,28.6,5.3,0.54,79.8,O3,74.1
22.0,38.7,6.79,19.3,55.1,6.4,9.0,0.62,39.0,PM10,47.4
24.8,61.6,15.18,33.3,61.1,12.2,2.9,0.54,54.7,PM10,70.6
30.8,85.5,17.92,7.3,25.5,9.3,3.4,0.41,43.1,O3,48.7
8.7,55.4,3.44,40.9,77.3,14.4,10.7,0.42,19.4,PM10,81.7
33.1,38.9,12.18,29.6,44.4,11.2,6.2,0.54,46.0,PM2.5,54.2
21.4,23.1,9.32,66.9,105.6,13.8,4.0,0.45,12.6,PM2.5,122.5
35.3,49.2,7.58,12.0,29.2,21.7,4.7,0.52,67.0,O3,69.3
15.3,51.6,2.74,263.8,539.0,64.6,11.1,0.57,20.1,PM10,460.5
27.0,83.2,11.39,39.4,67.5,17.7,6.2,0.51,71.3,O3,71.8
23.7,42.9,7.03,28.9,75.4,27.0,4.9,0.34,72.1,PM10,76.9
26.9,54.0,14.52,27.3,61.4,13.3,3.0,0.29,43.7,PM10,67.3
11.8,60.2,0.2,343.6,600.0,25.8,44.2,2.88,46.4,PM10,491.1
28.9,65.1,13.29,7.5,5.0,8.4,5.5,0.41,2.0,CO,28.5
17.1,71.0,6.75,21.6,46.8,10.3,4.6,0.62,33.2,PM10,49.9
22.8,65.1,4.0,86.1,181.2,10.9,10.2,0.93,34.5,PM2.5,188.2
24.6,52.1,7.53,36.5,56.5,7.1,10.0,0.86,72.8,O3,73.0
13.8,73.3,2.89,96.2,138.8,10.8,12.3,1.1,20.3,PM2.5,217.8
10.4,94.9,5.23,51.0,68.4,10.9,4.9,0.4,50.9,PM2.5,79.3
11.7,63.1,4.33,37.6,87.9,48.9,4.8,0.72,49.9,PM10,87.1
27.3,60.8,9.57,35.7,43.5,7.0,6.0,1.01,2.0,PM2.5,60.5
22.7,54.3,2.4,133.4,196.1,6.8,6.7,0.44,50.1,PM2.5,309.8
25.1,80.8,10.66,3.0,13.6,7.8,3.8,0.6,87.1,O3,88.8
22.5,44.0,7.59,17.4,34.4,6.1,3.9,0.51,59.3,O3,60.2
12.3,80.0,4.14,124.2,177.4,23.3,6.4,0.41,27.6,PM2.5,298.5
32.9,53.6,7.31,37.8,64.7,12.2,9.9,0.29,26.0,PM10,61.0
42.8,52.1,6.49,54.2,110.5,15.8,3.3,0.37,43.5,PM10,108.0
16.3,64.2,4.1,31.5,52.6,33.1,17.9,0.5,56.8,O3,50.0
36.6,60.9,10.74,11.5,43.3,14.2,4.6,0.34,2.0,PM10,48.4
25.5,57.9,8.3,41.2,85.9,9.4,4.5,0.67,58.5,PM10,89.1
14.9,61.1,2.49,38.1,67.9,49.1,3.9,0.76,36.3,PM10,66.3
12.5,59.1,3.23,100.4,143.8,37.6,5.0,1.64,25.5,PM2.5,230.6
10.3,78.7,2.09,176.9,271.5,50.2,9.9,0.56,29.9,PM2.5,342.9
15.0,76.6,6.61,26.0,49.1,10.4,4.2,0.43,10.7,PM10,48.8
28.0,76.2,10.54,22.7,48.3,18.3,9.4,0.31,71.1,O3,68.1
41.0,45.1,10.48,38.9,88.7,31.4,7.3,0.51,63.1,PM10,90.6
41.1,60.2,6.48,86.1,140.2,20.0,8.6,0.37,74.0,PM2.5,188.6
27.5,57.4,7.46,17.7,37.3,7.4,3.7,0.41,18.3,PM10,36.8
10.3,78.3,5.4,34.0,55.2,31.3,6.8,0.41,8.6,PM2.5,59.8
39.1,45.7,4.99,46.3,75.4,14.5,4.0,0.7,69.1,PM2.5,83.3
41.4,51.3,11.09,13.5,37.8,13.9,4.2,0.39,117.1,O3,119.2
24.5,79.6,17.93,3.0,19.4,7.0,3.7,0.23,58.0,O3,62.2
19.6,42.9,4.51,51.7,75.3,23.1,3.9,1.02,81.2,PM2.5,81.9
20.0,38.9,2.97,72.4,150.3,30.1,6.6,0.57,93.1,PM2.5,135.0
40.2,56.2,11.3,115.4,172.7,16.5,4.0,0.34,58.1,PM2.5,280.3
28.3,31.2,8.65,22.9,48.7,16.0,5.8,0.77,81.1,O3,82.8
8.2,57.4,5.57,10.5,17.8,48.6,5.4,0.85,25.3,NO2,56.0
20.5,65.4,2.68,135.3,222.3,7.3,4.9,0.89,21.7,PM2.5,310.0
15.5,63.1,6.43,53.0,71.6,16.6,6.0,1.0,65.9,PM2.5,88.8
38.4,38.2,4.28,42.4,87.8,21.5,7.3,0.27,61.0,PM10,82.5
35.5,33.0,8.44,10.4,20.0,18.0,4.6,0.32,52.2,O3,50.3
27.7,83.4,14.75,13.4,34.0,8.3,12.3,0.22,75.4,O3,73.4
24.0,42.9,12.69,8.0,36.2,9.6,3.4,0.3,30.8,PM10,34.8
35.8,34.2,10.56,42.9,75.5,17.4,3.5,0.39,46.1,PM10,79.1
38.6,58.7,8.77,97.2,186.3,11.1,2.2,0.43,79.9,PM2.5,224.0
10.7,58.3,5.48,46.7,60.9,5.5,5.2,1.83,44.3,CO,91.5
17.6,54.2,4.96,177.9,287.8,34.6,2.6,0.75,44.9,PM2.5,343.6
35.0,90.3,11.13,6.5,31.5,18.9,3.5,0.38,73.6,O3,66.4
33.5,38.5,5.26,67.9,104.6,17.5,9.9,0.55,90.0,PM2.5,120.5
25.0,54.4,9.9,31.8,59.8,13.6,6.5,0.57,28.1,PM10,62.1
13.8,59.2,5.11,38.4,72.1,10.6,13.6,0.67,53.9,PM10,73.0
14.9,57.5,0.2,191.6,369.3,28.6,33.6,0.9,52.4,PM2.5,355.4
32.8,48.1,11.87,8.1,9.9,12.8,5.3,0.42,131.4,O3,146.2
16.5,74.7,3.81,29.2,46.7,19.8,3.2,0.77,69.8,O3,70.3
13.3,80.7,2.17,85.1,90.0,20.8,4.8,1.9,22.3,PM2.5,177.7
24.9,71.3,11.98,23.1,55.8,6.6,3.4,0.36,56.0,O3,54.1
4.5,70.1,5.89,49.3,76.7,11.6,6.6,0.45,28.1,PM2.5,83.6
27.3,87.6,14.93,7.8,20.9,8.7,3.8,0.27,107.4,O3,114.1
7.2,53.2,3.94,138.8,233.7,44.2,17.4,0.37,46.8,PM2.5,315.4
11.5,57.9,6.58,3.0,17.9,13.7,7.4,0.92,23.7,CO,46.7
42.6,38.1,13.24,17.6,36.7,5.8,2.1,0.29,62.7,O3,70.2
25.0,47.1,12.23,73.8,133.5,13.9,3.6,0.31,34.3,PM2.5,139.3
35.7,54.7,7.69,12.2,40.9,6.4,7.7,0.84,49.0,O3,45.0
24.7,39.1,4.02,31.4,56.8,35.6,6.3,0.61,87.4,O3,95.6
15.0,73.2,3.68,44.9,80.6,9.6,8.4,0.6,32.2,PM10,78.0
29.5,85.6,6.65,48.7,85.1,39.4,3.9,0.36,87.5,O3,83.5
15.2,65.1,3.99,47.6,55.5,18.3,11.6,0.54,42.9,PM2.5,75.7
29.6,64.2,16.39,10.2,24.7,12.7,3.7,0.29,25.7,O3,33.7
29.8,82.1,16.16,11.2,25.0,8.4,5.1,0.75,27.0,CO,37.4
26.6,28.7,7.72,24.5,60.2,13.5,6.4,0.41,35.4,PM10,60.6
32.9,62.6,8.59,20.4,25.0,36.9,7.4,0.33,81.3,O3,79.0
15.1,47.2,3.35,113.5,208.1,33.2,4.9,0.68,42.0,PM2.5,277.7
17.8,68.9,0.2,195.1,317.1,58.8,5.9,1.49,2.0,PM2.5,360.6
25.8,44.0,7.38,80.0,154.8,8.2,5.3,0.82,31.3,PM2.5,173.2
36.6,60.1,13.19,17.9,39.9,18.3,4.4,0.31,60.9,O3,55.7
23.2,14.3,8.89,40.5,64.7,8.7,8.9,0.94,47.6,PM2.5,73.5
13.9,80.3,1.73,33.9,73.8,16.7,2.3,1.62,2.0,CO,82.3
36.2,57.4,2.73,68.2,120.6,47.9,4.2,0.33,36.2,PM2.5,125.7
10.4,56.4,3.52,87.9,190.4,24.7,6.4,0.56,24.6,PM2.5,190.0
21.5,57.7,7.14,55.4,111.2,12.5,4.3,0.54,12.4,PM10,105.2
27.4,77.6,10.48,34.0,51.2,16.6,4.4,0.27,18.0,PM2.5,54.0
30.6,44.0,7.28,3.0,13.0,16.8,2.9,0.55,44.2,O3,47.0
13.7,51.2,2.15,251.7,474.1,13.1,10.4,0.41,55.4,PM10,427.1
24.6,88.2,11.65,19.3,42.2,7.9,6.5,0.3,48.1,O3,52.9
22.3,77.8,14.51,11.1,23.6,18.8,2.6,0.4,22.2,PM10,22.6
38.8,38.1,5.7,27.0,42.9,30.1,13.6,0.44,65.9,O3,65.1
19.6,34.7,5.93,6.8,32.4,17.9,4.9,0.6,23.5,PM10,28.1
27.0,40.6,13.08,8.9,23.9,13.2,3.1,0.43,59.9,O3,62.8
23.2,47.3,11.75,5.7,16.0,9.1,5.0,0.5,21.4,CO,23.0
28.9,88.3,13.8,23.3,48.0,8.6,6.5,0.49,33.3,PM10,42.0
16.0,64.9,3.51,84.9,110.9,49.2,7.1,0.43,34.4,PM2.5,179.4
10.8,45.4,7.04,71.5,119.4,19.6,9.1,1.01,45.0,PM2.5,132.1
16.0,52.3,7.9,24.8,53.8,17.4,4.1,0.48,54.6,O3,57.4
13.1,77.3,7.85,29.2,45.3,51.4,9.2,0.48,46.6,NO2,63.2
23.9,74.9,11.2,7.1,40.6,17.0,5.0,0.31,96.0,O3,96.4
24.2,90.9,14.82,3.0,18.7,19.7,2.3,0.37,52.1,O3,56.2
28.5,85.7,11.06,7.6,34.7,8.6,3.1,0.45,58.1,O3,53.9
22.3,38.6,8.34,57.1,100.8,24.8,7.6,0.36,38.6,PM2.5,99.9
34.5,43.4,11.38,43.3,103.4,7.1,3.3,0.5,37.1,PM10,97.4
38.7,45.4,3.87,48.5,88.0,8.3,10.7,0.34,60.5,PM10,77.3
15.3,57.5,1.47,135.7,237.8,48.8,23.3,1.93,33.2,PM2.5,317.8
37.3,45.5,6.34,11.2,37.0,12.0,11.2,0.38,55.1,O3,45.9
15.8,77.1,3.43,167.1,287.9,9.5,10.4,0.75,28.1,PM2.5,344.0
37.6,62.0,1.86,116.0,170.0,17.5,22.6,1.08,95.5,PM2.5,287.3
29.0,29.2,11.4,18.3,28.6,7.4,5.3,0.57,21.9,PM2.5,34.3
23.0,41.5,5.88,46.7,67.1,9.5,5.7,0.9,27.5,PM2.5,71.7
16.9,62.5,3.21,116.7,189.8,28.4,8.4,0.83,17.3,PM2.5,289.1
39.9,47.2,10.58,50.2,102.5,12.3,7.2,0.77,89.3,PM10,104.0
27.3,43.6,12.44,29.0,63.4,15.8,4.0,0.3,77.4,O3,81.8
10.5,58.9,2.97,100.8,177.1,11.7,5.7,0.71,23.8,PM2.5,236.2
20.4,55.2,5.71,95.2,164.9,17.7,6.6,0.49,21.7,PM2.5,214.9
11.0,67.8,5.06,93.2,179.0,20.4,2.1,0.39,23.9,PM2.5,207.8
21.6,83.5,16.24,5.9,17.5,7.4,2.4,0.56,81.6,O3,80.8
15.8,67.0,5.85,43.3,64.9,18.3,11.2,0.49,2.0,PM2.5,71.3
22.9,45.6,8.99,42.6,97.5,7.6,4.7,0.28,43.5,PM10,95.0
45.3,40.4,8.02,28.2,56.2,6.7,9.2,1.27,63.1,O3,65.8
